app_name,price,avg_rating,rating_count,size_mb,primary_genre,content_rating,language_count,has_iap,has_support_url,min_ios,is_game_center,age_days,update_recency_days
Osho Talking To Your BodyMind,7.99,4.53125,32,49.64352,Lifestyle,4+,1,0,0,12.0,0,3529,33
The Yoga Collective | Studio,0.0,4.77024,5780,51.341312,Health & Fitness,12+,1,0,0,10.0,0,2369,649
Planet Mindfulness,0.0,5,3,390.69696,Lifestyle,4+,27,0,0,14.0,0,979,702
Neurocycle,0.0,4.79308,1619,41.5744,Health & Fitness,17+,1,0,0,15.1,0,2366,42
Reflect: Meditate & Relax,0.0,4.29167,24,59.277312,Health & Fitness,4+,1,0,0,13.0,0,1338,1
AEON Mindfulness App,0.0,5,2,39.067648,Health & Fitness,4+,1,0,0,6.0,0,4271,3099
Being Me: Journal/Goals/Habits,0.0,4.8427,4590,29.717504,Health & Fitness,4+,1,0,0,15.0,0,2289,336
A Happy Mind-Guided Meditation,0.0,4.5625,64,128.586752,Health & Fitness,4+,1,0,0,9.0,0,2481,2148
Unwinding Anxiety,0.0,4.83542,4685,117.328896,Health & Fitness,12+,1,0,0,13.0,0,2979,142
"Meditation: Mindfulness, Sleep",0.0,5,4,25.252864,Health & Fitness,4+,5,0,0,16.0,0,445,154
Honestly: Wellbeing Coaching,0.0,4.81113,3685,98.327552,Health & Fitness,4+,5,0,0,15.0,0,421,6
"Clear Your Mind, Mindfulness",0.0,4.75,60,148.840448,Health & Fitness,4+,1,0,0,9.0,0,5139,2217
Feeld: Open-Minded Dating App,0.0,4.31393,88768,246.790144,Lifestyle,17+,5,0,0,16.0,0,4162,9
CBT Companion: Therapy Journal,0.0,4.63889,432,67.457024,Health & Fitness,12+,1,0,0,14.1,0,2510,135
Mindful USC,0.0,4.77676,327,88.892416,Health & Fitness,4+,1,0,0,10.0,0,2966,2096
Equa,0.0,4.9378,209,87.131136,Health & Fitness,4+,1,0,0,15.1,0,1565,41
Self improvement meditation,0.0,4.59406,101,165.250048,Health & Fitness,4+,1,0,0,11.2,0,2988,1368
Embrace - Mindful Moments,0.0,5,13,62.22336,Lifestyle,4+,1,0,0,12.0,0,259,43
Triple Flame,0.0,4.56338,71,46.342144,Lifestyle,4+,1,0,0,15.1,0,924,20
ReMind mindfulness,0.0,5,2,25.28256,Health & Fitness,4+,1,0,0,13.4,0,407,326
Iona: Mental Health Support,0.0,4.78378,111,3.518464,Health & Fitness,17+,1,0,0,13.0,0,1974,491
ThinkRight: Meditation & Sleep,0.0,4.4092,435,126.70976,Health & Fitness,4+,1,0,0,15.6,0,2538,169
Meditate - Mindfulness app,0.0,4.53465,101,165.912576,Health & Fitness,4+,1,0,0,17.0,0,3081,66
WeMind CID,0.0,4.25,4,49.010688,Health & Fitness,4+,1,0,0,13.0,0,991,575
SimpleMind - Mind Mapping,0.0,4.5514,963,31.783936,Productivity,4+,15,0,0,15.0,0,6114,1
Meditation Timer - Zenitizer,0.0,4.75978,179,156.009472,Health & Fitness,4+,1,0,0,16.4,0,910,13
Aware: Mindfulness & Wellbeing,0.0,4.66667,12,82.809856,Health & Fitness,12+,3,0,0,15.5,0,921,265
Fabulous: Daily Habit Tracker,0.0,4.4793,84960,473.71776,Health & Fitness,4+,7,0,0,17.0,0,2920,2
Crea Meditation: Calm Mind,0.0,4.75,4,164.758528,Health & Fitness,4+,8,0,0,11.0,0,1973,1257
HeartMath,0.0,4.85791,3343,208.97792,Health & Fitness,4+,1,0,0,17.6,0,819,2
MINDFORGE Self Hypnosis & Aura,0.0,4.625,8,183.359488,Health & Fitness,4+,1,0,0,12.1,0,1437,968
Hello Mindful,0.0,4.14286,7,15.05792,Productivity,4+,1,0,0,9.0,0,2616,2313
Studio+ Discover Live Courses,0.0,5,26,233.460736,Health & Fitness,4+,2,0,0,15.0,0,2176,490
Thinky: Mindful Journal,0.0,4.70967,93,51.39456,Lifestyle,4+,1,0,0,10.0,0,2151,1767
Quality Mind Global,0.0,4.95238,21,38.452224,Productivity,12+,1,0,0,15.0,0,2834,72
MindFull: Anxiety Tracker,0.0,5,4,34.806784,Health & Fitness,4+,1,0,0,11.0,0,1909,1047
ReikiAll - Practice & Timer,0.0,4.88558,944,150.680576,Health & Fitness,4+,12,0,0,18.6,0,2768,3
Mindful Daily Affirmations,0.0,4.85586,111,85.377024,Health & Fitness,4+,7,0,0,17.0,0,1100,161
Nordic Flow: Breathwork,0.0,4.75,36,116.60288,Health & Fitness,12+,1,0,0,13.0,0,859,24
MindFi: Mind Fitness for All,0.0,4.70068,147,432.873472,Health & Fitness,4+,16,0,0,15.0,0,3046,155
Liferise AI Mystic Mindfulness,0.0,4.84833,600,91.949056,Health & Fitness,4+,1,0,0,11.0,0,3113,589
Financial Mindfulness,0.0,5,1,70.053888,Finance,4+,1,0,0,11.0,0,2277,564
Mindful Brian,0.0,5,1,78.28992,Health & Fitness,4+,1,0,0,15.6,0,2269,8
MindEase: Calm & Focus,0.0,4.36296,135,121.547776,Health & Fitness,4+,1,0,0,14.1,0,2785,244
Desté: Mindfulness Journal,0.0,5,12,484.661248,Lifestyle,17+,2,0,0,16.0,0,700,13
Zenfulnote: Journal & Heal,0.0,4.84727,2999,296.229888,Health & Fitness,12+,1,0,0,16.0,0,794,41
"Taom: Mindfulness, reinvented",0.0,4.93333,15,195.900416,Health & Fitness,4+,2,0,0,15.6,0,1440,109
minding - mindfulness guide,0.0,4.26786,56,82.972672,Health & Fitness,4+,1,0,0,12.4,0,2583,133
Flow Mindfulness game Lila,0.0,5,17,97.02912,Health & Fitness,17+,2,0,0,12.0,0,1975,175
Enhanced - Guided Meditation,0.0,4.62025,79,127.133696,Health & Fitness,4+,1,0,0,13.0,0,1753,55
Unwind: Breathing Exercises,0.0,4.78369,564,166.03136,Health & Fitness,4+,1,0,0,16.4,0,2323,36
Mind Space,0.0,5,1,5.380096,Health & Fitness,4+,2,0,0,14.5,0,2872,1235
Rewritten Mindfulness,0.0,5,1,84.717568,Lifestyle,4+,1,0,0,15.0,0,1282,128
Attention: Mindful Motivation,0.0,5,194,9.138176,Health & Fitness,12+,1,0,0,16.2,0,1311,371
"Grid Diary - Journal, Planner",0.0,4.63021,960,70.595584,Lifestyle,4+,11,0,0,16.0,0,2508,154
Earkick - Self Care AI Coach,0.0,4.75813,3229,186.998784,Health & Fitness,4+,2,0,0,15.6,0,1487,2
Still Mind - Meditation Timer,0.0,4.75,4,24.841216,Health & Fitness,4+,1,0,0,9.0,0,3603,3341
5 Minute Journal・Daily Diary,0.0,4.75507,16613,189.033472,Health & Fitness,4+,4,0,0,17.6,0,3530,1
Sleep Cycle - Tracker & Sounds,0.0,4.65101,15178,427.231232,Health & Fitness,4+,14,0,0,15.0,0,5963,3
"ShutEye®: Sleep Tracker, Sound",0.0,4.76905,341128,467.825664,Health & Fitness,4+,8,0,0,15.0,0,2173,0
SleepWatch - Top Sleep Tracker,0.0,4.65374,328581,417.311744,Health & Fitness,4+,1,0,0,15.0,0,3391,88
Pillow: Sleep Tracker,0.0,4.37521,94938,683.375616,Health & Fitness,12+,14,0,0,16.0,0,4200,2
"Sleep Sounds White Noise, Rain",0.0,4.75742,34459,75.46368,Health & Fitness,4+,1,0,0,10.0,0,2462,625
AutoSleep Track Sleep on Watch,8.99,4.70688,59879,47.645696,Health & Fitness,4+,14,0,0,11.0,0,3257,346
RISE: Sleep Tracker,0.0,4.69115,45605,231.335936,Health & Fitness,12+,7,0,0,15.1,0,2284,2
Sleep,0.0,4.27768,9709,64.39936,Health & Fitness,4+,6,0,0,13.0,0,2360,149
White Noise Lite,0.0,4.82692,258846,88.946688,Health & Fitness,4+,3,0,0,13.0,0,6244,50
SnailSleep-Tracker&Sound&Relax,0.0,4.69867,375,146.907136,Health & Fitness,12+,4,0,0,13.0,0,630,12
"Sleep Tracker: Recorder, Sound",0.0,4.76169,6672,370.198528,Health & Fitness,4+,17,0,0,12.0,0,1519,10
Sleep++,0.0,4.10726,5622,12.06784,Health & Fitness,4+,1,0,0,15.0,0,3712,56
Sleep Sounds by Sleep Pillow,0.0,4.87387,87164,181.738496,Health & Fitness,4+,1,0,0,12.0,0,5448,752
Rain Rain Sleep Sounds,0.0,4.84649,131641,105.27232,Health & Fitness,4+,4,0,0,12.0,0,5122,301
Sleepiest: Sleep Meditations,0.0,4.64247,29964,253.673472,Health & Fitness,4+,8,0,0,17.0,0,2665,12
Pokémon Sleep,0.0,4.48323,20154,248.41216,Games,4+,8,0,0,14.0,0,855,28
"Loóna: Sleep, reduce anxiety",0.0,4.56144,25527,232.873984,Health & Fitness,4+,5,0,0,15.6,0,2080,243
Endel: Focus & Sleep Sounds,0.0,4.64803,30048,348.259328,Health & Fitness,4+,10,0,0,18.0,0,2709,2
Sleep Monitor: Sleep Tracker,0.0,4.60396,4694,356.95104,Health & Fitness,12+,23,0,0,13.0,0,1995,8
Sleep Tracker & Sleep Recorder,0.0,4.50169,12653,109.724672,Medical,12+,10,0,0,15.0,0,3843,7
Slumber－Calm Stories for Sleep,0.0,4.70938,24995,195.15392,Health & Fitness,4+,1,0,0,12.0,0,3261,16
Sleepzy - Sleep Cycle Tracker,0.0,4.30887,22388,281.669632,Health & Fitness,17+,19,0,0,13.0,0,3601,219
Stellar Sleep: Insomnia CBT,0.0,4.73948,2591,137.634816,Health & Fitness,4+,1,0,0,14.0,0,1399,43
White Noise - Sleep Sounds Fan,0.0,4.77797,5828,87.8592,Health & Fitness,4+,1,0,0,15.5,0,591,166
White Noise Deep Sleep Sounds,0.0,4.80105,194529,217.951232,Health & Fitness,4+,33,0,0,12.0,0,3563,31
Sleep Time: Cycle Alarm Timer,0.0,4.69719,5340,203.565056,Health & Fitness,4+,31,0,0,12.0,0,4817,810
SleepScore,0.0,4.36605,7406,182.747136,Health & Fitness,12+,2,0,0,15.6,0,2697,7
"Alarmy: Loud Alarm Clock,Sleep",0.0,4.76983,222467,251.608064,Lifestyle,4+,32,0,0,16.0,0,3320,5
Fan Noise Sleep Sounds,0.0,4.76258,22572,57.982976,Health & Fitness,4+,23,0,0,10.0,0,3401,1875
Rem: Auto Sleep Tracker Watch,0.0,4.19355,2542,98.270208,Health & Fitness,12+,4,0,0,16.0,0,1831,50
Soothing Sleep Sounds,0.0,4.76136,33670,104.54528,Health & Fitness,4+,11,0,0,15.0,0,4162,78
Avrora Sleep Sounds & Stories,0.0,4.54901,17923,269.568,Health & Fitness,4+,6,0,0,13.0,0,2573,70
Sleep Timer – Smart alarm,0.0,4.69008,1423,87.566336,Health & Fitness,4+,2,0,0,15.0,0,3636,52
Sleep Meister Lite,0.0,4.62124,631,23.113728,Health & Fitness,4+,2,0,0,18.0,0,4656,37
Calm Sleep - Rest & Relax,0.0,4.71183,1402,102.31296,Health & Fitness,4+,1,0,0,18.0,0,86,2
SnoreLab : Record Your Snoring,0.0,4.71146,55181,193.273856,Medical,12+,16,0,0,17.0,0,4773,1
Sleep Fan,0.0,4.78701,34077,118.227968,Lifestyle,4+,1,0,0,15.6,0,5047,26
Sleep: Sounds & Meditation,0.0,4.63371,9992,44.32384,Health & Fitness,4+,1,0,0,12.0,0,2090,973
Sleep Talk Recorder,0.0,4.36049,2688,39.361536,Utilities,17+,12,0,0,16.6,0,5540,113
NapBot - Auto Sleep Tracker,0.0,4.16207,6250,16.815104,Health & Fitness,4+,1,0,0,16.0,0,2254,69
Hatch Sleep,0.0,4.60401,59295,1191.650304,Health & Fitness,4+,1,0,0,17.0,0,3222,0
Nanit,0.0,4.65883,30284,634.181632,Lifestyle,4+,4,0,0,17.0,0,3288,1
White Noise Ambience Lite,0.0,4.72161,3294,88.786944,Health & Fitness,4+,1,0,0,12.0,0,5327,104
Smart Sleep Coach by Pampers™,0.0,4.71371,5421,164.009984,Health & Fitness,4+,2,0,0,15.0,0,1277,58
"Sleep Tracker&Cycle,SleepScope",0.0,4.55556,9,5.793792,Utilities,4+,3,0,0,16.6,0,76,40
"Pzizz - Sleep, Nap, Focus",0.0,4.78024,9647,28.389376,Health & Fitness,4+,1,0,0,14.0,0,4083,62
Sleep Sounds & White Noise,0.0,4.5073,274,489.693184,Health & Fitness,4+,1,0,0,15.6,0,3357,162
Alarm Clock Sleep Sounds Plus,0.0,4.54481,6204,134.00576,Health & Fitness,4+,6,0,0,10.0,0,4728,2535
"Relaxing Sounds, Sleep Easy",0.0,4.65603,15850,76.174336,Health & Fitness,4+,4,0,0,9.0,0,5024,1034
Rest: Fix Your Sleep For Good,0.0,4.44993,2187,200.173568,Health & Fitness,4+,1,0,0,15.0,0,1316,0
Sleep Machine,3.99,4.73432,2902,113.061888,Health & Fitness,4+,1,0,0,8.0,0,5967,1739
Sleep Recorder And Monitor,0.0,4.33582,1870,93.104128,Health & Fitness,4+,1,0,0,12.0,0,2275,5
Sleep Time+ Cycle Alarm Timer,1.99,4.77199,2478,203.565056,Health & Fitness,4+,31,0,0,12.0,0,4990,806
SleepMapper,0.0,4.68031,3688,202.288128,Health & Fitness,4+,16,0,0,16.6,0,2927,50
Sleep With Me: Fall Asleep App,0.0,4.18984,2007,318.862336,Medical,4+,5,0,0,10.0,0,2159,1055
Sleep Recorder Plus,0.0,4.24118,510,82.738176,Medical,4+,10,0,0,15.0,0,3476,365
Eight Sleep,0.0,4.71774,12138,163.56864,Health & Fitness,12+,1,0,0,16.0,0,3428,8
Sleep Number,0.0,4.53226,117096,90.192896,Health & Fitness,4+,1,0,0,15.1,0,4296,84
Sleepwave: Alarm & Tracker,0.0,4.67337,5970,208.5888,Health & Fitness,12+,16,0,0,15.1,0,1367,6
sleepme,0.0,4.63419,2966,219.226112,Health & Fitness,4+,1,0,0,16.0,0,1417,212
Green Noise Calm Sleep Sounds,0.0,4.82536,14819,202.010624,Health & Fitness,4+,8,0,0,16,0,1058,31
Sleep Aid Fan - White Noise,0.0,4.82515,45896,33.217536,Lifestyle,4+,1,0,0,13,0,3419,169
Sleeptracker®,0.0,4.49662,11532,89.468928,Lifestyle,4+,2,0,0,16.6,0,3510,40
Relax Melodies P: Sleep Sounds,99.99,4.77702,6431,150.757376,Health & Fitness,4+,9,0,0,9.0,0,5901,2764
Night Owl - Sleep Coach,9.99,4.37209,129,101.122048,Health & Fitness,4+,1,0,0,8.0,0,3681,1873
Sleep Music Timer,0.0,4.54784,7493,10.650624,Utilities,4+,3,0,0,12.0,0,4040,506
"Sleepway: Sleep Tracker, Sound",0.0,4.7051,5802,231.888896,Health & Fitness,12+,12,0,0,14.0,0,437,9
Sounds to Help you Sleep Well,0.0,4.46075,293,128.756736,Health & Fitness,4+,6,0,0,12.0,0,2425,1778
Rest: White Noise Sleep Sounds,0.0,4.45833,408,58.796032,Medical,4+,1,0,0,14.0,0,2402,19
Green Noise - Sleeping Sounds,0.0,4.69064,1196,101.206016,Health & Fitness,4+,1,0,0,15.0,0,1013,180
Sleep Sounds - Relax & Sleep,0.0,4.81411,2878,92.389376,Health & Fitness,4+,18,0,0,13,0,1584,260
"Happiest Baby, makers of SNOO",0.0,3.93548,4324,75.352064,Health & Fitness,4+,7,0,0,15.0,0,1106,15
Ocean Wave Sounds for Sleep,0.0,4.67811,6527,52.304896,Lifestyle,4+,1,0,0,16.0,0,4682,685
Noise Machine Sleep Sounds SSP,0.0,4.65013,1129,103.600128,Health & Fitness,4+,1,0,0,15.1,0,1197,15
Sleep Tracker - Sleep Well,0.0,5,3,178.07872,Health & Fitness,4+,8,0,0,15.0,0,308,183
Ozlo Sleepbuds,0.0,4.70737,2006,235.259904,Health & Fitness,12+,1,0,0,17.0,0,632,0
MooNite:Sleep Tracker &Record,0.0,4.72093,86,67.18976,Health & Fitness,4+,3,0,0,14.0,0,1247,1125
Sleep Sounds HQ: relaxing aid,59.99,4.81479,3002,53.229568,Health & Fitness,4+,11,0,0,15.0,0,4241,72
Calm & Sleep Sounds,0.0,4.65435,2138,12.38016,Health & Fitness,4+,1,0,0,13.5,0,2649,1653
Sleep Tracker & Snore Recorder,0.0,4.23393,996,30.357504,Health & Fitness,4+,9,0,0,16.0,0,1111,595
Rain Sounds HQ: sleep aid,0.0,4.78207,26642,76.479488,Medical,4+,11,0,0,15.0,0,4120,78
Brown Noise for Sleep,0.0,4.756,6873,100.983808,Health & Fitness,4+,1,0,0,15.0,0,1061,2
Sleep School: Insomnia Help,0.0,4.888,250,119.350272,Health & Fitness,12+,1,0,0,17.2,0,1788,379
Sleep Talking Recorder,0.0,4.70455,44,263.933952,Health & Fitness,4+,1,0,0,17.6,0,177,112
"Sleeping Sounds, Relax & Sleep",39.99,4.77093,227,102.972416,Health & Fitness,4+,1,0,0,15.0,0,3568,385
Zen Sleep: Insomnia & Stress,0.0,4,4,116.888576,Health & Fitness,4+,1,0,0,13.0,0,1343,30
Moonlight: Sleep & Sounds,0.0,4.16471,85,654.736384,Productivity,4+,1,0,0,15.0,0,1803,322
SleepTown,1.99,4.64883,1458,162.496512,Health & Fitness,4+,9,0,0,11.0,0,3123,728
OOLER,0.0,4.75621,3142,33.492992,Health & Fitness,4+,1,0,0,14.0,0,2340,580
Sleep Sound & White Noise App,0.0,4.7027,37,135.552,Health & Fitness,4+,1,0,0,13.0,0,1371,902
Watch Sleep Tracker,0.0,4.23913,46,21.801984,Health & Fitness,4+,2,0,0,16.0,0,933,74
ASleep: Tracker and Relax,0.0,4.65843,770,159.004672,Health & Fitness,4+,1,0,0,15.0,0,170,22
Sleep like a Baby: White Noise,0.0,4.64614,130,152.890368,Lifestyle,4+,1,0,0,15.0,0,3068,7
SleepWell - Sleep Tracker,0.0,4.60302,199,120.443904,Health & Fitness,4+,10,0,0,13.0,0,316,224
AI Sleep Guru - Sleep Tracker,0.0,4.55556,81,157.090816,Utilities,12+,1,0,0,13.0,0,1246,282
Sleep Reset: CBT for Insomnia,0.0,4.78505,3117,70.518784,Health & Fitness,12+,1,0,0,13.0,0,1521,41
Sleepscape: Sleep Aid Alarm,0.0,4.55556,9,155.951104,Lifestyle,12+,1,0,0,26.0,0,659,5
"Moshi Kids: Sleep, Relax, Play",0.0,4.73259,67436,98.043904,Education,4+,1,0,0,12.0,0,2917,94
Sleep with Yogi Bryan Rituals,0.0,4.92351,1242,155.610112,Health & Fitness,17+,1,0,0,14.0,0,1307,3
Dreamy - Relaxing Sleep Sounds,0.0,4.33333,6,30.531584,Health & Fitness,4+,1,0,0,9.1,0,3075,2991
Yoga Nidra: Sleep Soundly.,0.0,5,2,41.223168,Health & Fitness,4+,1,0,0,17.0,0,295,44
CBT-I Coach for Insomnia,0.0,4.33333,51,28.261376,Health & Fitness,12+,1,0,0,16.0,0,153,99
Relaxed - Sleep Sounds & Relax,0.0,4.65989,2458,132.799488,Health & Fitness,4+,1,0,0,9.0,0,2865,2473
Deep Sleep Sounds - Pro,12.99,4.87986,2780,196.599808,Health & Fitness,4+,23,0,0,9.0,0,3568,2526
White Noise,0.99,4.84374,44169,78.92992,Health & Fitness,4+,3,0,0,13.0,0,2485,50
Deep Sleep with AJ,2.99,4.16312,141,99.684352,Health & Fitness,17+,1,0,0,10.0,0,5858,1638
Sleep Baby Sleep,0.0,4.71892,555,9.214976,Lifestyle,4+,5,0,0,15.6,0,4937,169
Sleepia: Smart Sleep Tracker,0.0,4.63571,140,320.4864,Health & Fitness,17+,1,0,0,15.6,0,681,189
Sleep Details,0.0,4.39842,1014,18.31936,Health & Fitness,4+,9,0,0,18,0,1723,71
TaoMix 2: Sleep Sounds & Focus,0.0,4.57801,4621,59.034624,Health & Fitness,4+,8,0,0,11.2,0,3494,1014
Remy AI: Sleep & Health coach,0.0,4.94326,141,296.403968,Health & Fitness,12+,2,0,0,14.0,0,898,124
Reverie Nightstand,0.0,4.22869,3966,163.8912,Lifestyle,4+,1,0,0,14.0,0,3428,926
DreamMapper,0.0,4.55545,119330,79.038464,Medical,4+,23,0,0,13.0,0,4799,86
JUKUSUI-Sleep Cycle Alarm,0.0,4.5,14,123.834368,Health & Fitness,9+,2,0,0,13.0,0,4221,3
"Sleep Tracker, Recorder",0.0,4.4943,1141,209.019904,Health & Fitness,4+,4,0,0,12.0,0,1641,625
Baby Diary: Sleep,0.0,4.93388,121,135.126016,Medical,4+,5,0,0,15.0,0,2050,211
Good Sleep: Auto Sleep Tracker,0.0,4.59302,86,77.786112,Health & Fitness,4+,1,0,0,13.2,0,2083,1809
Sleep Cycle - Sleep Calculator,0.0,4.5625,16,37.899264,Health & Fitness,4+,14,0,0,16.0,0,1723,3
Alarm Clock HD,0.0,4.53824,102129,110.824448,Utilities,4+,11,0,0,18.6,0,5124,24
Saga Sleep,0.0,4.72549,102,84.071424,Health & Fitness,4+,1,0,0,15.0,0,2068,545
Sleep Well: Health Tracker,0.0,4.71174,5554,148.179968,Health & Fitness,4+,13,0,0,15.0,0,475,1
MindZone®: Brainwave for Sleep,0.0,4.81081,6676,189.262848,Health & Fitness,4+,1,0,0,14.0,0,2128,8
Moongate: Binaural Beats,0.0,4.6828,39436,97.084416,Music,4+,1,0,0,16.0,0,749,69
Sleep Habits: Sleep Better,0.0,4.2,15,88.982528,Health & Fitness,4+,1,0,0,13.0,0,2216,787
Sleepi: Sounds to Sleep Well,0.0,4.65517,377,200.751104,Health & Fitness,4+,31,0,0,13.0,0,2018,6
Sleep Science Alarm Clock,0.0,4.43248,474,96.18944,Medical,4+,11,0,0,15.0,0,3880,35
Osleep: Sounds for Fast Sleep,0.0,5,4,236.88704,Health & Fitness,17+,2,0,0,13.0,0,855,82
Muse: Brain Health & Sleep,0.0,4.36225,1441,247.99744,Health & Fitness,4+,4,0,0,15.0,0,4216,14
iSleep Easy,3.99,4.71292,418,179.93728,Health & Fitness,4+,1,0,0,12.0,0,4997,1568
mySleepButton,0.0,4.54369,206,168.327168,Health & Fitness,4+,5,0,0,9.0,0,4227,124
SleepMaster:AI Sleep Tracker,0.0,4.968,125,84.492288,Health & Fitness,4+,1,0,0,15.6,0,618,78
Deep Sleep Tracker: Best Sleep,0.0,4.78333,60,223.47776,Health & Fitness,4+,8,0,0,15.0,0,696,58
Deep Sleep Hypnotherapy,0.0,4.75369,203,77.809664,Medical,4+,1,0,0,16.6,0,5770,70
Sleep Monitor: Sleep Tracking,0.0,4.88,50,52.799488,Health & Fitness,12+,1,0,0,15.6,0,365,269
Sleep Sounds - SleepMaster,0.0,4.64394,264,48.006144,Health & Fitness,4+,1,0,0,16.4,0,957,132
Sleeping Well,0.0,4.64516,31,116.56704,Health & Fitness,4+,3,0,0,12.0,0,4825,887
Sleep - Relax & Meditate,0.0,4.72614,241,54.738944,Health & Fitness,4+,8,0,0,14.0,0,3852,1651
Sleep Meister,1.99,4.74324,74,17.132544,Health & Fitness,4+,2,0,0,18.0,0,4656,63
Light Sleep - White Noise,0.0,4.79412,34,126.041088,Health & Fitness,4+,2,0,0,12.0,0,906,322
NightOwl Companion,0.0,4.79653,49865,38.339584,Medical,4+,1,0,0,16.2,0,2670,15
Sleep Sounds by AcousticSheep®,0.0,4.60993,141,26.7776,Lifestyle,4+,1,0,0,11,0,2294,1576
Sleep Routine: Tracker&Alarm,0.0,3.66667,24,217.739264,Health & Fitness,17+,3,0,0,16.2,0,1164,223
Hypnosis: Visual Sleep Sounds,0.0,3.71429,7,283.112448,Health & Fitness,4+,1,0,0,12.1,0,1626,744
Better Sleep: Sleep Sounds,0.0,5,3,109.079552,Health & Fitness,4+,1,0,0,12.0,0,1624,1089
Sleep Sounds: relaxing sounds,2.99,4.66231,1913,23.087104,Health & Fitness,4+,6,0,0,13.1,0,3241,1759
"Sleep Sounds:Rain,White noise",0.0,5,1,616.155136,Health & Fitness,4+,4,0,0,14.0,0,255,10
Better Sleep with Sleeep+,0.0,4.5625,32,205.595648,Health & Fitness,4+,17,0,0,16.0,0,1019,56
Sleepify：Sleep & White Noise,0.0,5,4,163.698688,Health & Fitness,4+,1,0,0,15.0,0,273,12
Binaural Beats Healing Sleep,0.0,4.83772,2354,194.955264,Music,4+,1,0,0,15.0,0,1003,28
SleepyNight-sleep tracker free,0.0,4.70192,208,130.6112,Health & Fitness,4+,6,0,0,15.0,0,1577,141
Sleep Science HQ: alarm clock,4.99,4.48386,93,100.73088,Medical,4+,11,0,0,15.0,0,3838,37
Better Sleep - White Noise,0.0,4.52406,374,139.736064,Health & Fitness,4+,1,0,0,14.0,0,1785,215
White Noise Ambience,3.99,4.84741,367,140.337152,Health & Fitness,4+,1,0,0,12.0,0,5347,104
Meditation & Sleep by Verv,0.0,4.56217,5219,107.030528,Health & Fitness,4+,10,0,0,13.0,0,2897,1193
Habit Tracker,0.0,4.79753,128415,225.927168,Productivity,4+,7,0,0,13.0,0,2485,0
Habit Burger Grill,0.0,4.82706,50070,83.749888,Food & Drink,4+,1,0,0,12.0,0,2478,2
Atoms - from Atomic Habits,0.0,4.82903,9569,234.062848,Productivity,4+,1,0,0,16.0,0,645,36
Habit Tracker - HabitKit,0.0,4.85684,1488,196.356096,Productivity,4+,1,0,0,14.0,0,1090,49
Do Habits: Get It Done,0.0,4.03763,16690,106.648576,Productivity,4+,1,0,0,15.0,0,3486,57
"Routine Planner, Habit Tracker",0.0,4.72527,15266,203.568128,Productivity,4+,1,0,0,15.5,0,2489,1
Productive - Habit Tracker,0.0,4.59726,91109,346.368,Productivity,4+,19,0,0,14.0,0,3824,29
Onrise: Habit Tracker & Focus,0.0,4.84054,2082,16.406528,Productivity,4+,2,0,0,13.0,0,1782,872
(Not Boring) Habits,0.0,4.80326,5027,274.183168,Health & Fitness,4+,9,0,0,18.0,0,1437,16
MyRoutine: Routine Habit Goal,0.0,4.79872,3438,196.349952,Productivity,4+,19,0,0,15.5,0,1965,0
Habit — Daily Tracker,0.0,3.69432,2411,40.254464,Productivity,4+,7,0,0,15.0,0,2519,248
Eden: Self Care Habit Tracker,0.0,4.63067,3574,142.490624,Productivity,4+,23,0,0,14,0,1498,1
Finch: Self-Care Pet,0.0,4.94979,571373,505.869312,Health & Fitness,4+,1,0,0,15.6,0,1653,1
Structured - Daily Planner,0.0,4.80407,148593,270.09024,Productivity,4+,28,0,0,17.0,0,2051,4
Streaks,5.99,4.81812,27314,234.824704,Health & Fitness,4+,28,0,0,17.6,0,3825,17
Strides: Habit Tracker + Goals,0.0,4.78911,18347,143.548416,Productivity,4+,10,0,0,16.0,0,4504,31
Habit Rabbit: Habit Tracker,0.0,4.66645,7558,108.630016,Productivity,4+,1,0,0,15.0,0,1527,1
everyday - Habit Tracker,0.0,4.70676,4164,63.931392,Productivity,4+,15,0,0,17.6,0,2660,41
Me+ Lifestyle Routine,0.0,4.80898,222774,373.71904,Health & Fitness,4+,5,0,0,14.0,0,1413,34
Habitify: Habit Tracker,0.0,4.59636,6258,293.014528,Health & Fitness,4+,40,0,0,16.2,0,3366,7
Awesome Habits: Habit Tracker,0.0,4.81008,774,34.180096,Productivity,12+,2,0,0,18.0,0,1976,12
Grit: Daily Habit Tracker,0.0,4.81737,8832,168.47872,Productivity,4+,6,0,0,18.0,0,918,2
Life Reset: 66 Day Habit,0.0,4.68837,9184,159.739904,Health & Fitness,4+,12,0,0,18.0,0,588,1
Habit Tracker: Simple&Powerful,0.0,4.91667,36,23.54176,Lifestyle,4+,15,0,0,17,0,192,3
Way of Life - Habit Tracker,0.0,4.816,4837,27.005952,Health & Fitness,4+,25,0,0,15.6,0,5492,46
Habit Tracker Calendar: Evoday,0.0,4.76223,1308,39.964672,Productivity,4+,1,0,0,15,0,2666,36
HelloHabit - Habit Tracker,0.0,4.89149,2009,94.142464,Productivity,4+,1,0,0,15.6,0,631,5
Habit Tracker - Productify,0.0,4.44467,488,77.264896,Productivity,4+,11,0,0,17.2,0,2704,3
Habitica: Gamified Taskmanager,0.0,4.0301,2193,63.572992,Productivity,4+,17,0,0,16.6,0,3789,3
